text,solution
#waddesdon #exhibition @britishmuseum beautifully displayed &amp; glittering but boxwood carving &amp; Roman glass are most wonderful #Recommended,joy
.@_TheWhitechapel hosts Athens Now! symposium on radical #film w/ @EastEndFilmFest 4 July http://t.co/6nIWyRzuPn http://t.co/kg949thJdO,neutral
Tower of Babel (1928) * by M. C. Escher - http://t.co/MI2Q2PJfP4 / via @iznogoodgood @itinel @britishmuseum,neutral
"@britishmuseum Stunning collection. There was a vase entitled ""Socrates the Voyeur"". I would like to now more about it - plus a  photo.",joy
Ancient beauty and modern lives via @britishmuseum http://t.co/WtuGaoknsy http://t.co/McDPqkXEwa,neutral
"""They all gazed at him, as if he@were a statue."" Plato @britishmuseum #DefiningBeauty",neutral
Some dramatic @britishmuseum shadows (and seagull-bums on glass) for shadow-enthusiast @SpoonsOnTrays http://t.co/q1BK1WHWLm,neutral
@MrStuchbery @britishmuseum I love that. I used to pop into the British Museum when I could just  to see the Sutton Hoo treasure,joy
#Repost @britishmuseum with repostapp. ・・・ See this magnificent 19th-century #SudaneseLyre in a new… https://t.co/Tm0s4rydkE,joy
"@britishmuseum In this week's #Shipwreckollection, why William Swinchin spent 77 days stranded at sea during WW2: http://t.co/qEiGgYaGes",neutral
Re-Defining our beauty - amazing group of creative older people perform tomorrow @britishmuseum part of exhibition http://t.co/ooygTgdDXZ,joy
"""Wounded Amazon""drawn on the spot in @britishmuseum  #DefiningBeauty  #thedailysketch http://t.co/TkamtWgDNn",neutral
Fantastic breadth of powerful work in the #Ligon exhibition @tateliverpool,joy
Just had a look at the #DefiningBeauty  exhibition @britishmuseum as well. A great start to the weekend :),joy
"A must read for those visiting #Britain, our top 10 #cafes featuring @Tate_StIves @waterlootea http://t.co/uskstLwQgO http://t.co/EksDmgKxOA",neutral
Jackson Pollock: Blind Spots @tateliverpool. Mad seeing a £140m work in the flesh-review on @AestheticaMag soon. http://t.co/8PtVAaDOdy,joy
@NationalGallery #AsktheGallery Why are you treating your staff so badly?,anger
The view of @tateliverpool and #dazzleferry from top is worth the climb though @Biennial @1418NOW @LivCathedral http://t.co/vGsvLVcl1X,joy
@69quietgirl @britishmuseum You're right as far as I know they rotted in the mouth. Maybe George Washington's Horse/donkey ones were better?,neutral
#Cornwall #StIves Looking great today in the sun. Enjoyed the @Tate_StIves and Hepworth Garden. #makeawish http://t.co/ZJOkpxXHVy,joy
From 12pm on @BBCCambs we preview #CastleHillOpen Day in #Cambridge with @TheCCT @CambsCC @kettlesyard http://t.co/n16TeDoiUT,neutral
@Charles_XII @britishmuseum BBC's Chronicle (about Spitalfields exhumations) about 2001 showed an example of spring-loaded Waterloo dentures,neutral
Today I got to handle a 2500 y.o. Greek artefact at Defining Beauty @britishmuseum and see the stunning #SavageBeauty exhibition @V_and_A,joy
@Asamsakti yes is true.. a priceless treasure @NationalGallery ... and so ..  #artTherapy is a good hashtag!!! I'll use it!,joy
@JHGHendriks @britishmuseum @aroberts_andrew estimates range from 15000 to 20000 horses killed/severly wounded,sadness
@MasterpieceFair  @britishmuseum  @ChristiesInc please have a sneak pic @CoppermillPoets &amp; @cerejo_carla book  T Y http://t.co/9nlPUiVPuJ,neutral
Today on the @NationalGallery free tour I learned (amongst other things!) that cherubim are blue &amp; seraphim are red - wow!,joy
From #Plymouth to the world - the voyage of #PlymouthGin from birth to legen. Exhib @PlymouthMuseum until 31st Oct http://t.co/tMRaJHOA5n,neutral
"@CelesteRegal Well, I hope so - but I don't suppose that we'll see frames like this very soon... @NationalGallery",sadness
@NationalGallery have u someone on #periscope showing the world your fabulous collection #VanGogh #Bottecelli #Rembrandt #Leonardo,joy
@Rokewood @britishmuseum @JHGHendriks Was that not in terms of his own mount in Spain?,neutral
I'm really enjoying the @tateliverpool press view so far. I've never seen a Jackson Pollock up close before.,joy
Birthday boy at @kettlesyard. #throwback #cambridge #love http://t.co/tAuqUeHWgW,joy
Construction steams ahead on Tate St Ives phase two @Tate_StIves @ILoveCornwallUK @BAMConstructUK http://t.co/Lj0eITFu5s #architecture,joy
".@multisensorymel Pardon, c'est ""habit DU parfumeur"". The original etching is held at @britishmuseum. See http://t.co/BgjEKCR1PW",neutral
@cpdickenson @manx_maid @britishmuseum superb!,joy
Today we're looking at #Gainsborough. Do you see the outline of a cat in this unfinished ... http://t.co/F9q8yuxMWw via @NationalGallery,neutral
A once in a lifetime collection #Waddesdon @britishmuseum http://t.co/C6vTnePFju http://t.co/wNvW2ETD1B,joy
Kilwa Pottery Sherds: one of the best @bbc @britishmuseum #HistoryOfTheWorldIn100Objects episodes http://t.co/Mr4EihF3dH,joy
The Top 5 Art shows 2C in London @LondonArtCritic http://t.co/xOFfTWuGqU   @PianoNobile85 @_TheWhitechapel @ExploreWellcome @CGP_London,neutral
"@kerrynhusk thank you for the RT, following you back #DefeatingDepression @RAMMuseum",joy
"@misssfitt @kettlesyard  So glad that you enjoyed it, the collection is stunning.",joy
"Go see Defining Beauty at @britishmuseum if you can - very interesting. Indigenous Australia also one to go see, lots to think about!",joy
@_TheWhitechapel Do you post information leaflets etc. to schools? I'm the librarian/LRC manager of a large school library in North London.,neutral
"@mrsartytextiles @staffrm on top form moderator next week, prom then KS3 trip to @NationalGallery still so much to do ! #LovingIt x",joy
Lots of walking today and rather warm. Could do with a nice sit down. I think that's pharaoh nuff. @britishmuseum http://t.co/Adm6kS2GKE,neutral
MT @NationalGallery: Feast Day of #JohntheBaptist. Explore his life through art: http://t.co/UWlIoNXrv5 http://t.co/RYSMMvJz8E,neutral
"@_TheWhitechapel comme au @PalaisdeTokyo, les non finitions au service de la scéno: well done!  #sunday http://t.co/YWS2OWHVzc",joy
@kettlesyard will be closing for refurbishment on Sunday -definitely worth a visit if you are in Cambridge this weekend,joy
Today is the first day of #summer. Do any works in our collection remind you of warmer mo... http://t.co/nHsSIColOT via @NationalGallery,neutral
@NationalGallery Lord Lucan?,neutral
@roscoeprimary19 Wow! I love learning about Ancient Egypt. This is fabulous. Well done Kaylee. @Roscoe_Primary @britishmuseum @SI_liverpool,joy
Lothar Götz 'Mirror Image' PV 18 June 6–8pm @domobaal + The London Open 2015 @_TheWhitechapel 15.07.15 – 06.09.15 http://t.co/02xehuoNEB,neutral
"@rodrigoorrantia @_TheWhitechapel just went to see it, the #christopherwilliams exhibition was excellent!",joy
@britishmuseum director Neil McGregor gives the Queen's Lecture before the #QueeninBerlin #Royals #RoyalVisitGermany http://t.co/9lYhJrfLlf,neutral
#notesonprotesting has closed. Thank you  @_TheWhitechapel http://t.co/SA1sCb4zDk,joy
"@britishmuseum we brought back some stories and photos of Escher from Andalusia, see http://t.co/GwXUfxjtcf http://t.co/Ox5DRupmtV",neutral
Wondrous manuscripts and books of the past. Paper is an amazing inspiration of tremendous delight @britishmuseum #RT https://t.co/T7lsDBn2nZ,joy
@britishmuseum We were kind of close.... ; ),joy
{ @britishmuseum } #museum  #London #ttot #lp #vacation #trip #photography #photo http://t.co/v80r5irQh3,neutral
A wonderful exhibition of Enid Blyton's work is on at @plymouthmuseum until Aug 29th @plymouthherald http://t.co/XUH307PTU4 #DevonDays,joy
"Celestial globe, stand &amp; ring, Timurid Dyn. 1430/1, Iran @britishmuseum. Brass w/ inlaid silver points. Kufic script. http://t.co/7vsrjrS9jV",neutral
Sunday is the last time you can visit @kettlesyard before they close to do exciting development work. If you've not seen #NewRhythms go now!,neutral
Who’s in the History Painting? A-Z 4 HannahHöch (1889–1978) L-R 1 http://t.co/aXRUezefOO Tnght (pic @_TheWhitechapel) http://t.co/YEu4GtgUPg,neutral
@NewCraftsman @Tate_StIves  @belgravestives @stivesartschool - we have a lovely mention in today's @Independent http://t.co/0oh4VG3THZ,joy
Are the Rothschild bronzes by #Michelangelo?@FitzMuseum_UK is holding a conference to find out http://t.co/2r0b681Hml http://t.co/DduDiOIGEX,neutral
@NationalGallery Monet (..) was influenced by Boudin. The woman on the right may in fact be Boudin's wife. http://t.co/8aGp8BLvPY @JaouiP,neutral
"@HistoryGems @britishmuseum ...its wonderful isn't it! 😊 Proof that sometimes before myth &amp; legend, there was indeed history &amp; fact 😉",joy
Can you identify the objects representing the transience of life in 'The Four Ages of Man... http://t.co/2EGyZ9ynvi via @NationalGallery,neutral
"Stimulating day at #culturegeek @southbankcentre , now hotfooting it back to Cambridge in time for Torres Strait dancers @MAACambridge",joy
"The #musestra art of the bronze age,the ancient Cyprus and roman money in the @britishmuseum the next 30 tuesday http://t.co/OxjPG8JRa4",neutral
Apple Watch MT @britishmuseum Egyptians put amulets on mummies to harness supernatural powers http://t.co/81js6TW170 http://t.co/oaPgWnGMKT,neutral
Last week: #ChristopherWilliams @_TheWhitechapel until 21 Jun. Watch curator's intro here http://t.co/f6bJ3Qt6FT http://t.co/fkDB2ntHQY,neutral
@dotfivesticks @britishmuseum great subject matter ..composition and rendering So Nice!,joy
NEW » Portrait Of An American Dream: Jackson Pollock and Glenn Ligon Revealed @tateliverpool http://t.co/F17mA6lDa8,neutral
Glenn Ligon: Encounters + Collisions @tateliverpool unites #artists in group show http://t.co/CxrCHHzdI9 http://t.co/7klaZOMpw3,neutral
"View of Rouen, from Bon Secours, [...] - Joseph Pennell 1907 @britishmuseum  http://t.co/NJKjXwWEBw http://t.co/MJxFWsaEXo",neutral
@DoubleElephant Conversation Station @TimetoChange @RAMMuseum talking about #defeatingdepression,neutral
End of another great weekend!  @Ascot on Sat then @britishmuseum with @eustonchurch today.  Back to @LondonFire HQ gladiator arena tomorrow.,joy
An afternoon of history @britishmuseum http://t.co/6zcuuThqqS,neutral
Saw the new Jackson Pollock exhibition at @tateliverpool today. Really absorbing. You should all go.,joy
@britishmuseum ... Why was Ney the only one of Napoleon's top generals executed by France after Waterloo ?,neutral
"@NationalGallery O retrato para mim é a expressão mais sincera da personalidade de uma pessoa, ao contrário das self  que vira um espectro",neutral
TATE: “Every good painter paints what he is.” Jackson #Pollock coming soon @tateliverpool  http://t.co/XJWZ8DkrA0 http://t.co/ysrVdWznRu,neutral
@PlatformLondon @NationalGallery lets find out Freedom Of Info act? Its our money!,anger
A very #French wall @FitzMuseum_UK http://t.co/UMz383pfSW,neutral
@UranoRebel @mmcasetti @britishmuseum bel pezzo.,neutral
"@KellyKayetta36 Hi Kelly, this painting is called 'Cognoscenti in a Room hung with Pictur... http://t.co/kfhb5p1OfP via @NationalGallery",neutral
@RothschildHan @britishmuseum.........very beautiful,joy
"I'm at @BritishMuseum in London, Greater London https://t.co/KGM0NzQQsQ",neutral
Back at @ExploreWellcome w fellow @britishmuseum #futurecurator alum Wil to learn more about anatomies.... #museums http://t.co/73opl6XTV5,neutral
@mmcasetti grazie al cielo @boni_bruno ha ben altre misure anatomiche... @britishmuseum,neutral
This w/e saw the closing of @kettlesyard for building work; here's a film I made there in memory of Michael Harrison: http://t.co/d27X7k28Gy,sadness
Last RTs - some excellent #AskTheGallery questions. I look forward to the answers tomorrow @NationalGallery @pcs_union,joy
I am in love with the @britishmuseum #Waterloo200,joy
Second phase of Cornwall’s Tate St Ives steams ahead @Tate_StIves @ILoveCornwallUK @BAMConstructUK http://t.co/b6wvqlBLI0 #design,neutral
Planning ahead for school summer holidays @CamUnivMuseums? Pick up your #SatM2015 guide @theUL from today,neutral
A few minutes off from trading at Room 45 @NationalGallery http://t.co/bJCSebw1qD,neutral
@kettlesyard Loving the Castle Hill Open Day Map &amp; Schedule. A great day out this Saturday http://t.co/RrDKXubAGY http://t.co/tRNla25y2A,joy
@TheMuseumOfLiz @southbankcentre @CamUnivMuseums @robgethers do you have any more details?,neutral
"Degas, Rodin + more: discovering art history through life drawing with @TheoRhyn @arthistorians @NationalGallery http://t.co/62eQf11nQm",neutral
our Barbara Hepworth cushion (1933) - reserve collection @kettlesyard #barbarahepworth #kettlesyard #Cambridge http://t.co/JaLqt48qAT,neutral
"@notechal1 thank you for the RT, now following you. Really interesting selection of panelists @RAMMuseum for #DefeatingDepression",joy
#Parents &amp; #Pastonians enjoyed a guided tour @NationalGallery. For upcoming #PASS event info: http://t.co/rTbDfSMut6 http://t.co/J6rVCX01vL,joy
Agreed @rhiannonakelly. Eat my sandwiches @britishmuseum daily 4 inspiring surroundings. Inspired rage that day. Whats nxt @ReclaimOurBard?,anger
@britishmuseum what happended to the contents of Bullock's Museum of Napoleonica at the Egyptian Hall in Piccadilly? http://t.co/lWv9WriPNI,neutral
Preparation for 50 VIPs at the @PlymouthMuseum. Serving the 4 Glasses of Plymouth Gin @therefectorybar #plymouth #gin http://t.co/2rsz84IzY9,neutral
Taking it really easy at the @britishmuseum #art #london http://t.co/3OMVaPWno7,neutral
@MktgSciences   Saluting #Twitter LEGENDS! @Entrepreneur @LinkedIn @britishmuseum @UniStudios @baltimoresun @StatCan_eng @DefJamRecords,joy
"Last chance to visit @kettlesyard until 2017 plus Threads-style nuclear bunker, @MuseumofCamb + more free at #CastleHill15 until 5pm",neutral
"@tateliverpool for Pollock, Ligon &amp; Brātescu PV. Top speeches",joy
The Top 5 Art Shows to 2C in London NOW: http://t.co/L8MqhHE3nw  @LaceyContemp @britishmuseum @HoxtonGallery @JFreemanGallery @artist_stone,joy
"@Ophiolatrist @britishmuseum Napoleonic code? End of traditional monarchies? Disciplined? Brave? Excellent tactician? Visionary? Etc, etc...",neutral
@BBCCambs @FitzMuseum_UK @chrismannbbc Thanks LOOKS really exciting slowed down perception best wishes,joy
"Great to see @RAMMuseum represented by @Tony_Eccles, its excellent and hardworking Curator of Ethnography.  https://t.co/AOrNrp4Zaq",joy
Catch #SINCru performing at the #CastleHill open day tomorrow between 4PM - 5PM organised by @kettlesyard #Cambridge http://t.co/7ku3ZaBJZB,neutral
"@DavidSandum @tateliverpool er no, wrong again. I did my Art GCSE on Pollock. I've NEVER worked with Pollock Or Warhol. Wish I had!!!! ;))",joy
The Double Negative @TheDbleNgtve: Portrait of an American Dream http://t.co/QN66FsLNJx @tateliverpool,neutral
@tateliverpool Gorgeous,joy
"#Gainsborough used light brushstrokes for 'The Morning Walk', blending the figures into t... http://t.co/b9cnC558ma via @NationalGallery",neutral
"Great coffee at @kettlesyard -brilliant exhibition &amp; performances, fab to catch up with @andrewnairne too #CastleHill http://t.co/m3SQmnhpRI",joy
@britishmuseum I'd venture this would be a good moment to put in an offer for the remaining Elgin Marbles?,neutral
"At @RAMMuseum, @rosiedenham is being interviewed by @RichLawrenceITV for @itvwestcountry abt millionth visitor 2moro http://t.co/S8STMXutUA",neutral
British Museum evacuation?! @britishmuseum #britishmuseum,surprise
@cheltcollege L6 History of Art Dept on way to London to give public presentations @NationalGallery - excitement brewing - photos to follow,joy
